"#id houseGridSketch aNewClueClipping allowanceNote antechamberMap antechamberNote antechamberNote2","Name House Grid Sketch A New Clue Clipping Allowance Note Antechamber Map Antechamber Note Antechamber Note 2","Note Name 45 Rooms Note A New Clue Clipping Allowance Note Antechamber Entry Controls Antechamber Note Antechamber Note (Monk)","Location room:out005:Hovel room:sho006:Bookshop room:gre004:Cloister room:blu045:Antechamber room:blu045:Antechamber","Description ","Pages ","Parsed text REDDINGTON HERALD\n""A NEW CLUE"" SOLD OUT IN HOURS\nIt should come as no surprise that\r\nthe latest book from local author\r\nMarion Marigold is breaking literary\nrecords and making headlines even\nin absentia. The release of her new\nbook, \""A New Clue\"", comes only \nfourteen months after the distressful\nreport of the author's mysterious\nand unexplained disappearance.\r\n     Her current publisher has issued a statement debunking the conspiracy theories surrounding the book's recent announcement stating \""The writing of the book was completed and well into the editing stages many months before [the disappearance].\""  In addition, the publisher has revealed that all of the proceeds from first edition sales of \""A New Clue\"" will be going to LASTING HOPE, a non-profit organization that aims to provide resources and intel in the investigations of missing persons. Still, the timing and  conveniently mysterious title of Marigold's third book has left many cynics denouncing the book and her disappearance as a cheap publicity stunt. Detective Bon Margle, who\nmany theorize may have been the inspiration for \""A New Clue\"", was quoted only saying that the book was \""unintentionally accurate.\""\n     Regardless of their opinions, fans, pundits and cynics alike were standing together, elbow to elbow in bookshop queues this morning eager to get their hands on what may\n   very likely be the last words ever published by the missing author. thaw only in the event of my death\n\nSimon,\nI had wished for you to read this letter upon first arriving at Mt. Holly but I couldn't risk the contents of these pages falling into unsympathetic hands.\n\nMy personal freezer should prove quite the safebox, as all of the staff have for many years respected my wishes that it remain shut and untampered. (My favorite snacks were also stored here!)\n \nBut in addition to these delicious treats, it has also for the last 20 years stored many a cryptic message and ciphered note. This nondescript cooler is, in fact, a dubious frozen postbox of chilled secrets.\n\nHave you heard of the Children of Black ?\n\nI have no idea how forthcoming your father has been about the details surrounding your mother's final chapter... or the role he thinks I played in that end. I have always denied involvement. To him. To the detectives. To the crown. And now to you as well.\n\nBut can I honestly say I had nothing to do with her disappearance? And yes, I speak of disappearance, not death. For I, too, cling to the hope that our fears are unfounded, and have occasionally, from time to time, caught fragments of information that bolster this belief.\n\nFragments of information that have cost me plenty, for our country is never short of opportunists and blackmailers.\n\nStill, as I am now dead, I don't want this knowledge to be buried with me, even if that means passing the burden of these fragments onto you. Even if that information may weigh even heavier on your head than the crown involved.\n\nUnfortunately, this information is a little too precious to entrust entirely to this freezer as I'm not too confident that the sanctity of my snacks will extend beyond my life! I've always found it best to use multiple baskets when it comes to incriminating eggs; a lesson that I recently learned again when a member of my staff betrayed my confidence.\n \nI have placed eight red envelopes in eight even more secure locations throughout the estate and left a hidden message for you among the art that hangs in almost every room in this house. This message is the key to unlocking these secrets, but you must be open in your interpretation, as the message itself harbors multiple double meanings and hidden entendres.One final word of advice:\n\nDo not assume the rooms you find today will be the same rooms you find tomorrow. These grounds have provided me a home for the last half century and even I am uncertain of which room lies beyond any particular door.\n\nYour grandmother used to say, \""Don't go where the path leads. Abandon the path and go where you want it to lead.\n\n_ _   _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _,\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _ To continue up, you must go down. So close,\nyet so far away","Magnifier Parsed Text ","Comments Before Patch 1.04, the article previously said ""The release of her new book, 'A New Clue', comes only four months after the distressful report of the author's mysterious and unexplained disappearance."" ","Coverage ","Content Tags ","","","","","","","","","","","","","","know:houseGridSketch know:aNewClueClipping know:allowanceNote know:antechamberMap know:antechamberNote know:antechamberNote2"
"erajanLetter","Erajan Letter","Erajan Letter","room:out008:Tomb","","","<b>Oveldajiris,\nUlelddau, uleldnai, uleldmora.\nOvulelgift eldhew oviss. Nevdau uldareile.\nNevdau eldareilu. Ajelbid ulheed eldlor</b>:   <b>Uloddiris. Hewsinclairlu. Hewepsenlu. . . Forget uldein inn. Uldjorjeari.. Uldarei oviss fennvo. Uldeinjorovo. Overaja. Oviss nevarei. \n\n                                     Lorja eldiris,\n                                                        Uldjora\r","","","","Erajan","","","","","","","","","","","","","","know:erajanLetter"
"staff","Staff","Estate Staff Photo","","","","","","","","","","","","","","","","","","","","","","know:staff"
"examResults","Exam Results","Exam Results","room:add005:Classroom","","2","","","","","","","","","","","","","","","","","","","know:examResults"
"familyTree","Family Tree","Family Tree","","fix","","","","","","","","","","","","","","","","","","","","know:familyTree"
"foremansLog102","Foremans Log 102","Foreman's Log 102","","","","I knew what we were looking at as soon as we uncovered the first spire, but it wasn't until the first floorplan was unearthed that most of the crew realized what ruins we were exhuming. The border was the same pitch as the sunless cavern we found it in, a dark-trimmed floorplan of ill-fated Orindia.\n\nWe had found an authentic blackprint.\n\nThe sooner we seal this site back up, the better for us all.","","","0.7956989247","","","","","","","","","","","","","","","know:foremansLog102"
"foremansLog14","Foremans Log 14","Foreman's Log 20","","","","After waiting the better part of three weeks for the equipment to be carefully hoisted down the cliffside one piece at a time, the wait is finally over. Today we begin our formal foray into the mountain and begin excavation of the first tunnel. The first of many.\n\nTo prevent future delays, Tomas Sinclair has generously volunteered to install a freight lift to facilitate both personnel transport. However, after seeing his ornate designs, one can't help but feeling the Baron's delicate taste might be better suited for the ballroom crowd.\n\nRegardless of the particulars, I'm sure my crew won't object to riding down to the tunnels in fashionable style.\n","","","0.8515625","","","","","","","","","","","","","","","know:foremansLog14"
"foremansLog228","Foremans Log 228","Foreman's Log 228","","","","After 10 days of pumping  up from the underground spring, the reservoir has finally been filled. It’s a shame that the old station had to be flooded as a consequence of this action, but I suspect that may have been the <i>actual</i> reason they chose to build the reservoir here and as an engineer I agree that flooding is preferable to collapsing the entire tunnel.\r\n\r\nOn the bright side, now that our  supply is no longer limited, we can start to leverage steam to a much greater extent. I suspect by this time next month, the steam-powered hoists at the main site will be able to run 24 hours a day.\r\n","","","0.8560606061","","","","","","","","","","","","","","","know:foremansLog228"
"foremansLog289","Foremans Log 289","Foreman's Log 289","","","","Excavation progress is going smoothly and crew spirits are higher than they have been in weeks.  I believe this increase in morale is in no small part due to the installation of the boiler which has honestly been a godsend.  We now have steam power and no longer have to rely on raw muscle to scrape and heave at the clay like dogs. \r\n\r\nThe new steam-power hoists and winches are fully operational and we have been able to unearth over five times as much sediment per shift as we had been previously excavating.\r\n","","","0.8454545455","","","","","","","","","","","","","","","know:foremansLog289"
"foremansLog3","Foremans Log 3","Foreman's Log 3","","","","As our client Tomas Sinclair suspected, the arches that were visible from the south cliff were part of a much longer arcade carved into the rockface. Last week, when our crew first arrived, only two supporting pillars were visible, but after only a few days of clearing vines, moss and dirt, we have uncovered a dozen more.\n\n\nOur exploration, so far, has been limited and entirely superficial as every shaft we have surveyed has ended abruptly and every promising path leading deeper into the mountain has been blocked by tunnels packed tight with soil, rock and debris.\n\n\nThis site is either much older than we had first assumed or someone deliberately had these chambers buried.\n","","","0.8712121212","","","","","","","","","","","","","","","know:foremansLog3"
"foremansLog608","Foremans Log 608","Foreman's Log 608","","","","After almost 3 years in the tunnels, S&R has informed me that we will be closing up the site in June.  It has been a somewhat bitter-sweet experience working on such a historically significant excavation over the past 30 odd months yet being unable to share any of that work with the world.  Maybe one day.\n\n\nStill, there is a significant amount of work that has yet to be done and it is vitally important that we conclude our efforts in the main cavern and reinforce the structural integrity of the site before we seal the tunnels next month. It may be many generations before they are reopened.\n","","","0.8571428571","","","","","","","","","","","","","","","know:foremansLog608"
"foremansLog621","Foremans Log 621","Foreman's Log 621","","","","The complete manifest for all of the excavation equipment has been rigorously checked and delivered to the upper branch.  After tomorrow, the site will be sealed and all remaining hardware will be packed up and transported to the original access tunnel for long term storage. \r\n\r\nIt’s unclear if they will also seal that tunnel after our crew has left but I suspect they may want to keep ready access to the gear especially now that they have begun operations in the east mine.  A month ago, I believed that the discovery of gemstones in that cavern was directly linked to the closure of this site but now I’m not so sure. The Baron doesn’t seem the type to value shiny baubles over history. \r\n","","","0.8661971831","","","","","","","","","","","","","","","know:foremansLog621"
"foundationMap","Foundation Map","Foundation Note","","","","THE CONTROLS FOR THE FOUNDATION ELEVATOR ARE LOCATED <i>BEHIND</i> THE FOUNDATION WALL. \n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTHIS MEANS THE CONTROLS CAN ONLY BE\nACCESSED BY ANOTHER ROOM ADJACENT TO THE FOUNDATION.\n\nUNCLEAR IF THIS IS A SECURITY FEATURE OR\nA FLAW. PLEASE ADVISE.\n\n   \t\t\t\t\t\t\t-RM","","","0.9090909091","","","","","","","","","","","","","","","know:foundationMap"
"freezerLid","Freezer Lid","Freezer Label","room:blu040:Freezer","","","","","","","","","","","","","","","","","","","","","know:freezerLid"
"freezerLetter","Freezer Letter","Freezer Letter","room:blu040:Freezer","","7","thaw only in the event of my death\n\nSimon,\nI had wished for you to read this letter upon first arriving at Mt. Holly but I couldn't risk the contents of these pages falling into unsympathetic hands.\n\nMy personal freezer should prove quite the safebox, as all of the staff have for many years respected my wishes that it remain shut and untampered. (My favorite snacks were also stored here!)\n \nBut in addition to these delicious treats, it has also for the last 20 years stored many a cryptic message and ciphered note. This nondescript cooler is, in fact, a dubious frozen postbox of chilled secrets.\n\nHave you heard of the Children of Black ?\n\nI have no idea how forthcoming your father has been about the details surrounding your mother's final chapter... or the role he thinks I played in that end. I have always denied involvement. To him. To the detectives. To the crown. And now to you as well.\n\nBut can I honestly say I had nothing to do with her disappearance? And yes, I speak of disappearance, not death. For I, too, cling to the hope that our fears are unfounded, and have occasionally, from time to time, caught fragments of information that bolster this belief.\n\nFragments of information that have cost me plenty, for our country is never short of opportunists and blackmailers.\n\nStill, as I am now dead, I don't want this knowledge to be buried with me, even if that means passing the burden of these fragments onto you. Even if that information may weigh even heavier on your head than the crown involved.\n\nUnfortunately, this information is a little too precious to entrust entirely to this freezer as I'm not too confident that the sanctity of my snacks will extend beyond my life! I've always found it best to use multiple baskets when it comes to incriminating eggs; a lesson that I recently learned again when a member of my staff betrayed my confidence.\n \nI have placed eight red envelopes in eight even more secure locations throughout the estate and left a hidden message for you among the art that hangs in almost every room in this house. This message is the key to unlocking these secrets, but you must be open in your interpretation, as the message itself harbors multiple double meanings and hidden entendres.One final word of advice:\n\nDo not assume the rooms you find today will be the same rooms you find tomorrow. These grounds have provided me a home for the last half century and even I am uncertain of which room lies beyond any particular door.\n\nYour grandmother used to say, \""Don't go where the path leads. Abandon the path and go where you want it to lead.\n\n_ _   _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _,\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _\n_ _ _ _ _","","","","","","","","","","","","","","","","","","know:freezerLetter"
"freezerServer","Freezer Server","Freezer Server Note","room:blu040:Freezer","","","The network servers are finally out of cold storage! Or at least as many as we could fit into the surrounding walls of the Grotto off of the East Drive. The last few days have been very busy, but I'm glad I was able to take a short break from gardening to help Randolph install the network. It was, after all, the least he could do, since it was I who suggested the final location. We decided that we are going to store the two unused servers here in Mount Holly's freezer. They should serve as readily accessible replacements should any of the primary consoles fail.\n\n                                     -Denny Revane","","","0.9557522124","","","","","","","","","","","","","","","know:freezerServer"
"fuseboxNote","Fusebox Note","Fusebox Note","room:blu039:Mail Room","","","","","","","","","","","","","","","","","","","","","know:fuseboxNote"
"postcard5Letter","Postcard5letter","Gallery Postcard: 1","","","","","","","","","","","","","","","","","","","","","","know:postcard5Letter"
"postcard6Letter","Postcard6letter","Gallery Postcard: 2","","","","","","","","","","","","","","","","","","","","","","know:postcard6Letter"
"postcard7Letter","Postcard7letter","Gallery Postcard: 3","","","","","","","","","","","","","","","","","","","","","","know:postcard7Letter"
"postcard8Letter","Postcard8letter","Gallery Postcard: 4","","","","","","","","","","","","","","","","","","","","","","know:postcard8Letter"
"garageNote","Garage Note","Garage Note","room:blu014:Garage","","","Cristoph, this is the third time this\nmonth you and the car have been gone\nwhen your services were required. I\ndon't care how long you have been\ndriving for his lordship, your absences must be accounted for.\n","","","0.9268292683","","","","","","","","","","","","","","","know:garageNote"
"gatePhoto","Gate Photo","Gate Photo","room:red006:Darkroom","","","","","","","","","","","","","","","","","","","","","know:gatePhoto"
"gemstone","Gemstone","Gemstone Mine Note","room:zoneGM:Gem Mine","","","Here is the last of the equipment for the new mine. I don’t think we’re gonna need more than this especially if we’re gonna limit excavation to 2 stones per day. I was told by the engineer that getting greedier than that might risk the structural integrity of the cave walls, so I suppose we’ll have to adhere to his expert opinion, at least for now.\r\n\r\nWe managed to remove all but one minecart from the old tunnels, two of which were too rusted and worn down to be of any use to us up here, so Dave went ahead and made the call to scrap them. I’m not sure that the foreman is going to be too happy about that but hopefully you can smooth it over.\r\n\r\nNow, there is still one more cart down there, but it’s locked on a short track and it’s way too difficult to move from the reservoir side. It’s a little bit awkward because it’s blocking the passage, so I suggest someone move it from the other side if they can get over there.\n\nThe boss informed us that there are two other ways into the site from that side but I think we’re gonna leave that for someone else to finish up if the old man really wants it done.\r\n","","","0.9603524229","","","","","","","","","","","","","","","know:gemstone"
"goldLocket","Gold Locket","Gold Locket","","","2","","","","","","","","","","","","","","","","","","","know:goldLocket"
"memoGreen1","Memo Green1","Green Box Memo: 1","room:zoneRes:Reservoir","","","THE SANCTUM KEY\nIS IN\nA BLACK BOX.","","","1","","","","","","","","","","","","","","","know:memoGreen1"
"memoGreen2","Memo Green2","Green Box Memo: 2","room:zoneRes:Reservoir","","","THE BOX\nCONTAINING\nALLOWANCE TOKENS\nIS WHITE.","","","1","","","","","","","","","","","","","","","know:memoGreen2"
"memoGreen3","Memo Green3","Green Box Memo: 3","room:zoneRes:Reservoir","","","THE SANCTUM KEY\nIS IN\nA WHITE BOX.","","","1","","","","","","","","","","","","","","","know:memoGreen3"
"memoGreen4","Memo Green4","Green Box Memo: 4","room:zoneRes:Reservoir","","","A PRIZE IS\nIN A BOX\nMARKED BY","","","1","","","","","","","","","","","","","","","know:memoGreen4"
"memoGreen5","Memo Green5","Green Box Memo: 5","room:zoneRes:Reservoir","","","GREEN MEMOS\nIN BLUE BOXES\nARE TRUE.","","","1","","","","","","","","","","","","","","","know:memoGreen5"
"memoGreen6","Memo Green6","Green Box Memo: 6","room:zoneRes:Reservoir","","","ONLY ONE\nBOX IN THE\nRESERVOIR\nHAS A PRIZE.","","","1","","","","","","","","","","","","","","","know:memoGreen6"
"memoGreen7","Memo Green7","Green Box Memo: 7","room:zoneRes:Reservoir","","","GREEN MEMOS\nARE LIES.","","","1","","","","","","","","","","","","","","","know:memoGreen7"
"memoGreen8","Memo Green8","Green Box Memo: 8","room:zoneRes:Reservoir","","","THE SANcTUM KEY\niS NOT IN A\nBOX IN THE .","","","1","","","","","","","","","","","","","","","know:memoGreen8"
"lockerGreenMemo","Locker Green Memo","Green Memo: Kirk Darren","room:blu016:Locker Room","","","KIRK DARREN\nIS A PSEUDONYM.","","","1","","","","","","","","","","","","","","","know:lockerGreenMemo"
"hartleyMemo","Hartley Memo","Green Memo: Major keys","room:bed005:Servant's Quarters","","","THERE ARE\nTWELVE\nMAJOR KEYS","","","1","","","","","","","","","","","","","","","know:hartleyMemo"
"gridNote","Grid Note","Grid Note","","","","PIGS SAND MAIL DATE HEAD\nCLAM PEAK HEAT JOYA WELL\nTOAD CARD WILL TAPE LEGS\nTREE ROAD MAID SLAB ROCK\nHAND VASE SAFE CLAY TOES\n","","","1","","","","","","","","","","","","","","","know:gridNote"
"guessBedroom","Guess Bedroom","Guess the Bedroom","room:bed003u1:Guess Bedroom","","","GUESS THE CORRECT BEDROOM TO WIN AN UNKNOWN (???) PRIZE. YOU MAY ONLY MAKE ONE GUESS PER DAY. ONLY BEDROOMS IN YOUR DRAFT POOL AT THE TIME OF DRAFTING GUESS BEDROOM SHOULD BE CONSIDERED. THE (???) PRIZE WILL NOT BE ANNOUNCED (YOUR GUESS IS AS GOOD AS OURS!) ALL GUESSES ARE FINAL.","","","0.619047619","","","","","","","","","","","","","","","know:guessBedroom"
"guestLetter","Guest Letter","Guest's Letter","room:bed003:Guest Bedroom","","","Sinclair,\n         Just wanted to write you a quick note thanking you for the weekend. I had a thrilling time on the hunt with Lord Evanson, whose peculiar personality somewhat made up for your own absence.\n      I also got to appreciate your new game in the billiard room. <i><size=2.8>(It's been ages since I've seen the billiard room in the house, I was beginning to suspect you retired the floorplan.)</size></i> It was well worth the wait though, as I always enjoy your mathematical puzzles and appreciated that I didn't need to know the rules of darts to play your variation.","","","0.9245283019","","","","","","","","","","","","","","","know:guestLetter"
"labNoteCoolingCurve","Lab Note Cooling Curve","Heating & Cooling Curves ","room:blu036:Laboratory","","","","","","","","","","","","","","","","","","","","","know:labNoteCoolingCurve"
"hundredBells","Hundred Bells","Hundred Bells","","","","Sandy Heights\n      5 pm","","","0.6666666667","","","","","","","","","","","","","","","know:hundredBells"
"inheritranceLetter","Inheritrance Letter","Inheritance Letter","","","4","","","","","","","","","","","","","","","","","","","know:inheritranceLetter"
"investor","Investor","Investor Needed","","","","investor needed","","","1","","","","","","","","","","","","","","","know:investor"
"labLetter1","Lab Letter 1","Lab Letter 01","room:blu039:Mail Room","","","Simon,\n<size=1> </size>\nMy name is Randolph Moore. I am the lead lab technician at Synka and I have worked here at Mount Holly for over a decade. I was thrilled to discover you have found our humble lab and have begun to run some experiments of your own. I tend to keep an eye on the small spikes in radiation levels on the estate as it's one of the only ways I can monitor your progress from the outside. <i><size=2.3>(All off-site connections to the terminal network have been disabled during your stay.)</i></size>\n\n\nThere has been much speculation among the staff about the progress you've been making in the house and they were all quite excited when I reported that you have been successfully running experiments! I wanted to write to you to let you know that even though you may not see us, we are rooting for you!\n\n\nBest of luck on the experiments and if you like I'll continue sending letters with some helpful tips for you.\n\n        <size=3>                            -Randolph","","","0.9710982659","","","","","","","","","","","","","","","know:labLetter1"
"labLetter2","Lab Letter 2","Lab Letter 02","room:blu039:Mail Room","","","Hey Simon,\r\n<size=1.5> </size> \r\nIt's Randolph again.  In my last letter, I mentioned the terminal network but it completely slipped my mind to give you the network password so that you can log into it.\r\n\r\nEven with all off site connections disabled, you should still be able to use the local network to access different house-based functions from any terminal regardless of where it is located on the estate which you will likely find very useful.\r\n\r\nTHE NETWORK PASSWORD IS - \r\n                        <size=3><b>SWANSONG</b>\r\n</size>\r\n\r\n\n           Happy hunting,\n   <size=4>              Randolph\n","","","0.9880952381","","","","","","","","","","","","","","","know:labLetter2"
"labLetter3","Lab Letter 3","Lab Letter 03","room:blu039:Mail Room","","","Simon,\r\n<size=1.5> </size> \r\nNot sure if you paid too much attention to the machine in the booth in the lab, but I figured I could save you some frustration if you've been fooling with it. This contraption is the central control for power lines that run externally from the house. In the past we've served as an emergency power source for the local community as we have modest hydroelectric capabilities with a steam turbine. \r\n\r\nIf you want to use it, you'll need to first turn on the turbine in the boiler room and utilize our steam ducts to connect the turbine to the lab. This isn’t required of course, and I can’t think of any reason in which you’d have to use the boiler to reach \nROOM 46, but feel free to play around with it should you feel inclined to experiment.\n\n\n\n        <size=3>                     -Randolph","","","0.9527027027","","","","","","","","","","","","","","","know:labLetter3"
"labLetter4","Lab Letter 4","Lab Letter 04","room:blu039:Mail Room","","","Simon,\r\n<size=1.5> </size> \r\nIn case it's useful to ya, here's a rough diagram of the STEAM DUCT SYSTEM. Due to the ever-changing nature of the rooms on the estate, we ended up building the duct system to be quite flexible and if you look along the ceiling in many rooms you will find many of them have been outfitted with steam ducts. \nAs long as you align these rooms together in an uninterrupted string, power can be transferred from room to room, even if the Boiler Room and its intended destination are on opposite sides of the house.\r\n\n\n\n\n\n\n\n\n\n\n<size=3>                        -Randolph","","","0.8981481481","","","","","","","","","","","","","","","know:labLetter4"
"labLetter5","Lab Letter 5","Lab Letter 05","room:blu039:Mail Room","","","Simon, \n<size=1.5> </size>\nLet me know if I'm writing to you too much, I've never been too good at gauging where the line of impropriety is and for all I know, maybe the help I'm offering you with these letters is unwanted. Maybe you are perfectly fine without my help.\r\n\r\nIt's been a bit a moral quandary for me as I've written these, as I am fairly certain your uncle didn't want us to ""assist"" you on your quest... still if it was <i>that</i> important, I have to believe he'd have the foresight to specifically instruct us not to interfere, nothing ever deterred him from that level of supervision in the past and after working alongside him for over a decade, I like to at least imagine that we were friends and that I knew him well. In conclusion, I think he would have found the level of help I have offered well within the acceptable range.\r\n","","","0.9281437126","","","","","","","","","","","","","","","know:labLetter5"
"labLetter6","Lab Letter 6","Lab Letter 06","room:blu039:Mail Room","","","Dear Simon, \r\n<size=1.2> </size>\r\nAfter giving it some thought, I've decided I'm going to continue helping you. I also just had a small chat with the probate lawyer and he assures me there's nothing in the baron's instructions that would preclude me from offering you my modest assistance. So let me tell you what I know.\r\n\r\nAbout a week before Sinclair died, something rather curious happened. A few lab assistants were called by Mrs. Babbage, the house manager, to remove several floorplans from Sinclair's Drafting Studio. Typically <b><i>all</i></b> of the unused floorplans are kept there and I have never heard of them being moved to another location, nor would I presume to guess the reason for such an action. I'm not sure which floorplans were removed or where they were moved to, save one, which I was instructed to remove myself.\r\n","","","0.9391891892","","","","","","","","","","","","","","","know:labLetter6"
"labLetter7","Lab Letter 7","Lab Letter 07","room:blu039:Mail Room","","","Hey Simon,\r\n<size=1.5> </size>\nI’m going to assume at this point, you’ve likely reached the upper ranks of the house and run into our keycard security doors. These are actually a fairly new addition to the house that were designed by Kirk Darren and myself and were installed after an unfortunate incident two years ago when some of your Uncle’s correspondence was stolen by a member of the staff who had somehow managed to reach a room that they should not have been able to find. We’re still not 100% sure how he got past the antechamber seals, but it was clear after that episode, that not every member of the staff should have unchecked access to the higher ranks of the estate. \r\n\nIt’s important to note here, that in my own experience, I have found every other member of the staff to be extremely trustworthy and unwavering in their loyalty to your uncle.","","","0.9559748428","","","","","","","","","","","","","","","know:labLetter7"
"labLetter8","Lab Letter 8","Lab Letter 08","room:blu039:Mail Room","","","Simon,\nFollowing up on the map I created outlining the STEAM POWER duct system, I thought it would be helpful to provide you with a corresponding map for GAS POWER, which is an outdated system that currently is only utilized outside the house in locations on the grounds.\n\n","","","0.7868852459","","","","","","","","","","","","","","","know:labLetter8"
"labLetter9","Lab Letter 9","Lab Letter 09","room:blu039:Mail Room","","2","","","","","","","","","","","","","","","","","","","know:labLetter9"
"labLetter10","Lab Letter 10","Lab Letter 10","room:blu039:Mail Room","","","Greetings Simon, Hope all is going well on the estate,\r\nI was discussing my communications with you with another fellow technician, Kimberly Thompson, and she suggested I disclose to you the locations of the Drafting Strategy issues she’s personally found on the estate.\r\n\r<size=3>\n  Issue I: Dormitory\r\n  Issue II: Drafting Studio\r\n  Issue III: Library\r\n  Issue IV: Bookshop\r\n  Issue V: Bookshop\r\n\r</size>\nThe above list is according to her, so I can’t personally vouch that these are accurate.\r\n \n<size=3>                            -Randolph","","","0.9382716049","","","","","","","","","","","","","","","know:labLetter10"
"labLetter11","Lab Letter 11","Lab Letter 11","room:blu039:Mail Room","","","","","","","","","","","","","","","","","","","","","know:labLetter11"
"labLetter12","Lab Letter 12","Lab Letter 12","room:blu039:Mail Room","","","Another successful experiment, another letter.\n\nYou have certainly been keeping yourself busy! As I’ve spent the last few days racking my brain trying to come up with new clues for you, I’m reminded of your mother’s aptly named book, <b>“A New Clue”</b> and how fiendishly she hid the clues for her readers within its pages. Don’t worry, I won’t be hiding my clues for you in imagery or requiring you to comb the text with a magnifying glass! The truth is I’m not nearly as clever or creative as she was. The best I could muster trying to be cryptic and mysterious would be something like <i>“Break the bricks in the Weight Room with something that has a handle and is very heavy.”</i>  I am afraid that in spite of my best efforts the result is not quite cryptic and even less mysterious.\r\n\r\nI suppose I’ll leave the riddles to your great uncle and his niece.\r\n\n<size=3>                              -Randolph","","","0.9401197605","","","","","","","","","","","","","","","know:labLetter12"
"labLetter13","Lab Letter 13","Lab Letter 13","room:blu039:Mail Room","","7","","","","","","","","","","","","","","","","","","","know:labLetter13"
"labLetter14","Lab Letter 14","Lab Letter 14","room:blu039:Mail Room","","","Simon,\r\n<size=1> </size>\r\nI can’t think of any reason you’d need to access the Server Administrator controls before I return, but your\nfather has mentioned your interest in computers so I have a feeling you may be a bit more hands-on than\nyour great uncle.\n\nYou'll find the Admin Terminal in Blackbridge Grotto, a small cavern sealed (much like the story) off of the east drive. I believe I've previously explained how to restore power to the grotto in one of my earlier letters. However, keep in mind that accessing the terminal requires an ADMIN KEY.\n\nUnfortunately, I won't be able to set one up for you until I return, but your ADMIN KEY will eventually be <b><size=3>JoneS</b></size> (first four letters of your family name) or if you prefer we could use a pseudonym. I'm sure we'll discuss it in greater detail when I return.\n\n<size=3>                              -Randolph","","","0.9473684211","","","","","","","","","","","","","","","know:labLetter14"
"labLetter15","Lab Letter 15","Lab Letter 15","room:blu039:Mail Room","","","Simon,\r\n<size=1> </size>\r\nIf you do end up accessing the Admin controls in Blackbridge grotto, I’m sure you noticed the sealed circular door to the left of the terminal. As you likely have already concluded for yourself, this door can only be opened if three different microchips are inserted in the central pedestal. \r\n\r\nNormally, all three microchips are kept secured in three other locations, but I decided to make it easy for you and have left one of the microchips in the grotto for ready access. However, you will have to find <i>a new clue</i> or two to find the others.\n\r\n<size=3>                  \n                    -Randolph","","","0.9900990099","","","","","","","","","","","","","","","know:labLetter15"
"labLetter16","Lab Letter 16","Lab Letter 16","room:blu039:Mail Room","","","Simon,\r\n<size=1> </size>\r\nI’m honestly very impressed with the number of experiments you’ve been successful in executing. I certainly wasn’t expecting to write this many letters when I started our correspondence! Frankly, I’m not quite sure what other advice I can offer in the blind without knowing directly what the challenges are you currently face on the estate. For all I know, you’ve long since reached Room 46 and are just continuing your unaccompanied exploration, stag, happy and free of the maids and staff crowding the halls and getting in your way. I can’t say I blame you and I’m sure the other members of the household are quite enjoying their extended vacation.\r\n\r\nSpeaking strictly for myself, however, I can not wait to get back and begin working with you directly. Helping you through these letters has only whetted my imagination and to be candid, our collaboration in this correspondence has reminded me so much of working with Mary. I know she’s proud of you.\r\n\r\n             Until the day I return,\r\n<size=3>                      Randolph","","","0.9548022599","","","","","","","","","","","","","","","know:labLetter16"
"labLetter","Lab Letter","Lab Note","room:blu036:Laboratory","","","I typically work over at SYNKA labs but got sent over here for a month to assist Moore with the new turbine tests.\n\nI think I need some help.\n\nFor the past three days, I have been unable to find the laboratory on the estate. <i>(Today was the first success on that front!) </i></size> Can anyone tell me if this is typical and if so how do you get any work done? Before I arrived, I was briefed on the way the doors work, but I must admit, I did not expect to be excluded from my new workstation for the first week!\n\nAny tips from my fellow technicians would be appreciated,\n","","","0.982300885","","","","","","","","","","","","","","","know:labLetter"
"ladyEpsen2","Lady Epsen 2","Lady Epsen Photo","","","","","","","","","","","","","","","","","","","","","","know:ladyEpsen2"
"lasyAshlynnPhoto","Lasy Ashlynn Photo","Lady Ashlynn Photo","","","","","","","","","","","","","","","","","","","","","","know:lasyAshlynnPhoto"
"lordEpsenPhoto","Lord Epsen Photo","Lord Epsen Photo","","","","","","","","","","","","","","","","","","","","","","know:lordEpsenPhoto"
"mailroomNotepad","Mailroom Notepad","Mail Room Notepad","room:blu039:Mail Room","","","please RETURN ALL CORRESPONDENCE AND PACKAGES ADDRESSED TO  DENNY REVANE TO SENDER\nAS HE NO LONGER IS\nEMPLOYED WITH OUR STAFF.\n","","","1.05","","","","","","","","","","","","","","","know:mailroomNotepad"
"marion","Marion","Marion Mt. Holly Photo","room:blu024:Office","","","","","","","","","","","","","","","","","","","","","know:marion"
"memorialCard","Memorial Card","Memorial Card","room:blu005u3:Funeral Parlor","","2","Herbert S. Sinclair<br>\n<size=3>Baron of Mount Holly\n\n\n\n\n\n\n\n\n\n1920 - 1993","","","1.111111111","","","","","","","","","","","","","","","know:memorialCard"
